summary,abstract
"the relation of a scalar field with a perfect fluid has generated some debate
along the last few years. in this paper we argue that shift-invariant scalar
fields can describe accurately the potential flow of an isentropic perfect
fluid, but, in general, the identification is possible only for a finite period
of time. after that period in the evolution the dynamics of the scalar field
and the perfect fluid branch off. the lagrangian density for the
velocity-potential can be read directly from the expression relating the
pressure with the taub charge and the entropy per particle in the fluid,
whereas the other quantities of interest can be obtained from the thermodynamic
relations.
","note on scalars, perfect fluids, constrained field theories, and all
  that"
"the continuum equations of fluid mechanics are rederived with the intention
of keeping certain mechanical and thermodynamic concepts separate. a new
""mechanical"" mass density is created to be used in computing inertial
quantities, whereas the actual mass density is treated as a thermodynamic
variable. a new set of balance laws is proposed, including a mass balance
equation with a non-convective flux. the basic principles of irreversible
thermodynamics are used to obtain linear constitutive equations that are
expansions of--not only the usual affinities involving gradients of temperature
and velocity--but also the gradient of the chemical potential. transport
coefficients are then chosen based on an elementary diffusion model, which
yields simple constitutive laws featuring just two transport parameters: one
for the longitudinal part of the motion and one for the rotational part. the
resulting formulation differs from the navier-stokes-fourier equations of fluid
motion. in order to highlight key similarities and differences between the two
approaches, several examples in fluid mechanics are treated in part ii,
including sound propagation, light scattering, steady-state shock waves,
thermophoresis, and poiseuille flow.
","a new continuum formulation for materials--part i. the equations of
  motion for a single-component fluid"
"microorganisms are rarely found in nature swimming freely in an unbounded
fluid. instead, they typically encounter other organisms, hard walls, or
deformable boundaries such as free interfaces or membranes. hydrodynamic
interactions between the swimmer and nearby objects lead to many interesting
phenomena, such as changes in swimming speed, tendencies to accumulate or turn,
and coordinated flagellar beating. inspired by this class of problems, we
investigate locomotion of microorganisms near deformable boundaries. we
calculate the speed of an infinitely long swimmer close to a flexible surface
separating two fluids; we also calculate the deformation and swimming speed of
the flexible surface. when the viscosities on either side of the flexible
interface differ, we find that fluid is pumped along or against the swimming
direction, depending on which viscosity is greater.
",swimming near deformable membranes at low reynolds number
"droplet formation in a system of two or more immiscible fluids is a
celebrated topic of research in the fluid mechanics community. in this work, we
propose an innovative phenomenon where oil when injected drop-wise into a pool
of water moves towards the air-water interface where it floats in a fully
submerged condition. the configuration, however, is not stable and a slight
perturbation to the system causes the droplet to burst and float in partially
submerged condition. the droplet contour is analyzed using edge detection.
temporal variation of a characteristic length of the droplet is analyzed using
matlab image processing. the constraint of small bond number established the
assumption of lubrication regime in the thin gap. a brief theoretical
formulation also showed the temporal variation of the gap thickness
",can oil float completely submerged in water?
"in this article, we present a detailed asymptotic analysis of the lattice
boltzmann method with two different collision mechanisms of bgk-type on the
d2q9-lattice for generalized newtonian fluids. unlike that based on the
chapman-enskog expansion leading to the compressible navier-stokes equations,
our analysis gives the incompressible ones directly and exposes certain
important features of the lattice boltzmann solutions. moreover, our analysis
provides a theoretical basis for using the iteration to compute the
rate-of-strain tensor, which makes sense specially for generalized newtonian
fluids. as a by-product, a seemingly new structural condition on the
generalized newtonian fluids is singled out. this condition reads as ""the
magnitude of the stress tensor increases with increasing the shear rate"". we
verify this condition for all the existing constitutive relations which are
known to us. in addition, it it straightforward to extend our analysis to mrt
models or to three-dimensional lattices.
","asymptotic analysis of the lattice boltzmann method for generalized
  newtonian fluid flows"
"we revisit a problem first introduced by francis hama in his 1962 physics of
fluids article 'streaklines in a perturbed shear flow.' using a nascent
computer, hama calculated streaklines and pathlines for an inviscid shear flow
containing a non-amplifying, sinusoidal, traveling-wave perturbation. he found
that this simple flow field and perturbation produced intuitive pathlines, yet,
the resulting streaklines were non-obvious and much more complex than the
pathlines. he used this work to stress the importance of understanding the
difference between flow visualization and measurement techniques, and that
different techniques may reveal different information regarding the true
character or behavior of the flow. this work revisits the hama problem and
presents the original findings in a fluid dynamics video prepared for the 2013
gallery of fluid motion.
",the hama problem revisited: essential mixing in a free shear flow
"using a simple and well-motivated modification of the stress-energy tensor
for a viscous fluid proposed by lichnerowicz, we prove that einstein's
equations coupled to a relativistic version of the navier-stokes equations are
well-posed in a suitable gevrey class if the fluid is incompressible and
irrotational. these last two conditions are given an appropriate relativistic
interpretation. the solutions enjoy the domain of dependence or finite
propagation speed property. we also derive a full set of equations, describing
a relativistic fluid that is not necessarily incompressible or irrotational,
which is well-suited for comparisons with the system of an inviscid fluid.
",on the well-posedness of relativistic viscous fluids
"vertical oscillation of a fluid interface above a critical amplitude excites
the faraday instability, typically manifesting itself as a standing wave
pattern. fundamentally, the phenomenon is an example of parametric resonance.
at high frequencies, the wavelength is small and the pattern selection process
is highly nonlinear. we excite the instability with low frequencies, where the
wavelength is large, and the form is highly influenced by the container
geometry. in this regime, the cell modes are easily excited on an individual
basis and the observed waves resemble the forms predicted from linear theory.
in our video we highlight basic spatial and temporal dynamics of this regime.
this fluid dynamics video is submitted to the aps dfd gallery of fluid motion
2013, part of the 66th annual meeting of the american physical societys
division of fluid dynamics (24-26 november, pittsburgh, pa, usa).
",dynamics of the faraday instability in a small cylinder
"the fluid dynamics video considers an array of two nrel 5-mw turbines
separated by seven rotor diameters in a neutral atmospheric boundary layer
(abl). the neutral atmospheric boundary-layer flow data were obtained from a
precursor abl simulation using a large-eddy simulation (les) framework within
openfoam. the mean wind speed at hub height is 8m/s, and the surface roughness
is 0.2m. the actuator line method (alm) is used to model the wind turbine
blades by means of body forces added to the momentum equation. the fluid
dynamics video shows the root and tip vortices emanating from the blades from
various viewpoints. the vortices become unstable and break down into
large-scale turbulent structures. as the wakes of the wind turbines advect
further downstream, smaller-scale turbulence is generated. it is apparent that
vortices generated by the blades of the downstream wind turbine break down
faster due to increased turbulence levels generated by the wake of the upstream
wind turbine.
","wake turbulence of two nrel 5-mw wind turbines immersed in a neutral
  atmospheric boundary-layer flow"
"the linked fluid dynamics videos depict rayleigh-taylor turbulence when
driven by a complex acceleration profile involving two stages of acceleration
interspersed with a stage of stabilizing deceleration. rayleigh-taylor (rt)
instability occurs at the interface separating two fluids of different
densities, when the lighter fluid is accelerated in to the heavier fluid. the
turbulent mixing arising from the development of the miscible rt instability is
of key importance in the design of inertial confinement fusion capsules, and to
the understanding of astrophysical events, such as type ia supernovae. by
driving this flow with an accel-decel-accel profile, we have investigated how
structures in rt turbulence are affected by a sudden change in the direction of
the acceleration first from destabilizing acceleration to deceleration, and
followed by a restoration of the unstable acceleration. by studying turbulence
under such highly non-equilibrium conditions, we hope to develop an
understanding of the response and recovery of self-similar turbulence to sudden
changes in the driving acceleration.
",scrambled and unscrambled turbulence
"a mathematical model for fluid and solute transport in peritoneal dialysis is
constructed. the model is based on a three-component nonlinear system of
two-dimensional partial differential equations for fluid, glucose and albumin
transport with the relevant boundary and initial conditions. its aim is to
model ultrafiltration of water combined with inflow of glucose to the tissue
and removal of albumin from the body during dialysis, and it does this by
finding the spatial distributions of glucose and albumin concentrations and
hydrostatic pressure. the model is developed in one spatial dimension
approximation and a governing equation for each of the variables is derived
from physical principles. under certain assumptions the model are simplified
with the aim of obtaining exact formulae for spatially non-uniform steady-state
solutions.
  as the result, the exact formulae for the fluid fluxes from blood to tissue
and across the tissue are constructed together with two linear autonomous odes
for glucose and albumin concentrations in the tissue. the obtained analytical
results are checked for their applicability for the description of
fluid-glucose-albumin transport during peritoneal dialysis.
","a mathematical model for fluid-glucose-albumin transport in peritoneal
  dialysis"
"as the long wavelength limit of the ads/cft correspondence, the gravity/fluid
correspondence has been shown to be a useful tool for extracting properties of
the fluid on the boundary dual to the gravity in the bulk. in this paper, after
briefly reviewing the algorithm of gravity/fluid correspondence, we discuss the
results of its application on bulk gravity with a $u(1)$ gauge field. in the
presence of a $u(1)$ gauge field, the dual fluid possesses more interesting
properties such as its charge current. furthermore, an external field
$a_\mu^{ext}$ could affect the charge current, and the $u(1)$ chern-simons term
also reinduces extra structures to the dual current giving anomalous transport
coefficients.
","gravity/fluid correspondence and its application on bulk gravity with
  $u(1)$ gauge field"
"many fascinating phenomena such as large-scale collective flows, enhanced
fluid mixing and pattern formation have been observed in so-called active
fluids, which are composed of particles that can absorb energy and dissipate it
into the fluid medium. for active particles immersed in liquids, fluid-mediated
viscous stresses can play an important role on the emergence of collective
behavior. here, we experimentally investigate their role in the dynamics of
self-assembling magnetically-driven colloidal particles which can rapidly form
organized hexagonal structures. we find that viscous stresses reduce hexagonal
ordering, generate smaller clusters, and significantly decrease the rate of
cluster formation, all while holding the system at constant number density.
furthermore, we show that time and length scales of cluster formation depend on
the mason number (mn), or ratio of viscous to magnetic forces, scaling as t /
mn and l / mn^(1/2). our results suggest that viscous stresses hinder
collective behavior in a self-assembling colloidal system.
","the structure and dynamics of self-assembling colloidal monolayers in
  oscillating magnetic fields"
"we show that for any perfect fluid in a static spacetime, if the einstein
constraint equation is satisfied and the temperature of the fluid obeys
tolman's law, then the other components of einstein's equation are implied by
the assumption that the total entropy of the fluid achieves an extremum for
fixed total particle number and for all variations of metric with certain
boundary conditions. conversely, one can show that the extrema of the total
entropy of the fluid are implied by einstein's equation. compared to previous
works on this issue, we do not require spherical symmetry for the spacetime.
our results suggest a general and solid connection between thermodynamics and
general relativity.
","general proof of the entropy principle for self-gravitating fluid in
  static spacetimes"
"we demonstrate a simple method for rotational microrheology in complex
fluids, using micrometric wires. the three-dimensional rotational brownian
motion of the wires suspended in maxwell fluids is measured from their
projection on the focal plane of a microscope. we analyze the mean-squared
angular displacement of the wires of length between 1 and 40 microns. the
viscoelastic properties of the suspending fluids are extracted from this
analysis and found to be in good agreement with macrorheology data. viscosities
of simple and complex fluids between 0.01 and 30 pa.s could be measured. as for
the elastic modulus, values up to ~ 5 pa could be determined. this simple
technique, allowing for a broad range of probed length scales, opens new
perspectives in microrheology of heterogeneous materials such as gels, glasses
and cells.
",rotational microrheology of maxwell fluids using micron-sized wires
"stratified spin-up experiments in enclosed cylinders have reported the
presence of small pockets of well-mixed fluids but quantitative measurements of
the mixedness of the fluid has been lacking. previous numerical simulations
have not addressed these measurements. here we present numerical simulations
that address how the combined effect of spin-up and thermal boundary conditions
enhances or hinders mixing of a fluid in a cylinder. measurements of efficiency
of mixing are based on the variance of temperature and explained in terms of
the potential energy available. the numerical simulations of the navier--stokes
equations for the problem with different sets of thermal boundary conditions at
the horizontal walls helped shed some light on the physical mechanisms of
mixing, for which a clear explanation was lacking.
",mixing in thermally stratified nonlinear spin-up with sources and sinks
"among the different models of networks usually considered, the hexagonal
network model is the most popular. however, it requires extensive numerical
computations. the poisson network model, for which the base stations (bs)
locations form a spatial poisson process, allows to consider a non constant
distance between base stations. therefore, it may characterize more
realistically operational networks. the fluid network model, for which the
interfering bs are replaced by a continuum of infinitesimal interferers, allows
to establish closed-form formula for the sinr (signal on interference plus
noise ratio). this model was validated by comparison with an hexagonal network.
the two models establish very close results. as a consequence, the fluid
network model can be used to analyze hexagonal networks. in this paper, we show
that the fluid network model can also be used to analyze poisson networks.
therefore, the analysis of performance and quality of service becomes very
easy, whatever the type of network model, by using the analytical expression of
the sinr established by considering the fluid network model.
",a fluid approach for poisson wireless networks
"dynamic mode decomposition (dmd) is a powerful and increasingly popular tool
for performing spectral analysis of fluid flows. however, it requires data that
satisfy the nyquist-shannon sampling criterion. in many fluid flow experiments,
such data are impossible to capture. we propose a new approach that combines
ideas from dmd and compressed sensing. given a vector-valued signal, we take
measurements randomly in time (at a sub-nyquist rate) and project the data onto
a low-dimensional subspace. we then use compressed sensing to identify the
dominant frequencies in the signal and their corresponding modes. we
demonstrate this method using two examples, analyzing both an artificially
constructed test dataset and particle image velocimetry data collected from the
flow past a cylinder. in each case, our method correctly identifies the
characteristic frequencies and oscillatory modes dominating the signal, proving
the proposed method to be a capable tool for spectral analysis using
sub-nyquist-rate sampling.
","toward compressed dmd: spectral analysis of fluid flows using
  sub-nyquist-rate piv data"
"new fundamental solutions for micropolar fluids are derived in explicit form
for two- and three-dimensional steady unbounded stokes and oseen flows due to a
point force and a point couple, including the two-dimensional micropolar
stokeslet, the two- and three-dimensional micropolar stokes couplet, the
three-dimensional micropolar oseenlet, and the three-dimensional micropolar
oseen couplet. these fundamental solutions do not exist in newtonian flow due
to the absence of microrotation velocity field. the flow due to these
singularities is useful for understanding and studying microscale flows. as an
application, the drag coefficients for a solid sphere or a circular cylinder
that translates in a low-reynolds-number micropolar flow are determined and
compared with those corresponding to newtonian flow. the drag coefficients in a
micropolar fluid are greater than those in a newtonian fluid.
",fundamental solutions for micropolar fluids
"vortex rings are ubiquitous in fluids, with smoke rings being a familiar
example. the interaction of multiple vortex rings produces complex dynamical
behaviour, such as the leapfrogging motion first analysed by helmholtz more
than a century and a half ago. here we report on numerical investigations of
vortex ring dynamics in a different setting from fluids, namely, as solutions
of the landau-lifshitz equation that models the evolution of the local
magnetization in a ferromagnetic medium. we present the results of the first
study on the dynamics of interacting magnetic vortex rings and provide a novel
link between fluids and magnetism, by showing that a range of phenomena
familiar in fluids are reproduced in ferromagnets. this includes the
leapfrogging motion of a pair of vortex rings and evidence for the chaotic
dynamics of a trio of rings.
",leapfrogging vortex rings in the landau-lifshitz equation
"we propose a procedure - partly analytical and partly numerical - to find the
frequency and the damping rate of the small-amplitude oscillations of a
massless elastic capsule immersed in a two-dimensional viscous incompressible
fluid. the unsteady stokes equations for the stream function are decomposed
onto normal modes for the angular and temporal variables, leading to a
fourth-order linear ordinary differential equation in the radial variable. the
forcing terms are dictated by the properties of the membrane, and result into
jump conditions at the interface between the internal and external media. the
equation can be solved numerically, and an excellent agreement is found with a
fully-computational approach we developed in parallel. comparisons are also
shown with the results available in the scientific literature for drops, and a
model based on the concept of embarked fluid is presented, which allows for a
good representation of the results and a consistent interpretation of the
underlying physics.
","on the damped oscillations of an elastic quasi-circular membrane in a
  two-dimensional incompressible fluid"
"we study the generation of 2d turbulence in faraday waves by investigating
the creation of spatially periodic vortices in this system. measurements which
couple a diffusing light imaging technique and particle tracking algorithms
allow the simultaneous observation of the three-dimensional fluid motion and of
the temporal changes in the wave field topography. quasi-standing waves are
found to coexist with a spatially extended fluid transport. more specifically,
the destruction of regular patterns of oscillons coincides with the emergence
of a complex fluid motion whose statistics are similar to that of
two-dimensional turbulence. we reveal that a lattice of oscillons generates
vorticity at the oscillon scale in the horizontal flow. the interaction of
these vortices explain how 2d turbulence is fueled by almost standing waves.
remarkably, the curvature of lagrangian trajectories reveals a ""footprint"" of
the forcing scale vortices in fully developed turbulence. 2d navier-stokes
turbulence should be considered a source of disorder in faraday waves. these
findings also provide a new paradigm for vorticity creation in 2d flows.
","three-dimensional fluid motion in faraday waves: creation of vorticity
  and generation of two-dimensional turbulence"
"fluid-suspended microorganisms have evolved different swimming and feeding
strategies in order to cope with an environment dominated by viscous effects.
for instance ciliated organisms rely on the collective motion of flexible
appendices to move and feed. by performing a non-reciprocal motion, flexible
filaments can produce a net propulsive force, or pump fluid, in the absence of
inertia. inspired by such fundamental concept, we propose a strategy to produce
macroscopic pumping and mixing in creeping flow. we measure experimentally the
net motion of a newtonian viscous fluid induced by the reciprocal motion of a
flapper. when the flapper is rigid no net motion is induced. in contrast, when
the flapper is made of a flexible material, a net fluid pumping is measured. we
quantify the effectiveness of this pumping strategy and show that optimal
pumping is achieved when the length of the flapper is on the same order as the
elasto-hydrodynamic penetration length. we finally discuss the possible
applications of flexible impellers in mixing operations at low reynolds
numbers.
",viscous pumping inspired by flexible propulsion
"we investigate the applicability of fluid dynamics in ultrarelativistic heavy
ion (aa) collisions and high multiplicity proton nucleus (pa) collisions. in
order for fluid dynamics to be applicable the microscopic and macroscopic
distance/time scales of the system have to be sufficiently separated. the
degree of separation is quantified by the ratio between these scales, usually
referred to as the knudsen number. in this work, we calculate the knudsen
numbers reached in fluid dynamical simulations of aa and pa collisions at rhic
and lhc energies. for this purpose, we consider different choices of shear
viscosity parametrizations, initial states and initialization times. we then
estimate the values of shear viscosity for which the fluid dynamical
description of ultrarelativistic aa and pa collisions breaks down. in
particular, we study how such values depend on the centrality, in the case of
aa collision, and multiplicity, in the case of pa collision. we found that the
maximum viscosity in aa collisions is of the order $\eta/s \sim 0.1 \ldots
0.2$, which is similar in magnitude to the viscosities currently employed in
simulations of heavy ion collisions. for pa collisions, we found that such
limit is significantly lower, being less than $\eta/s=0.08$
","how large is the knudsen number reached in fluid dynamical simulations
  of ultrarelativistic heavy ion collisions?"
"we examine correlations of transverse particle displacements and their
relationship to the shear modulus of a glass and the viscosity of a fluid. to
this end we use computer simulations to calculate a correlation function of the
displacements, $s_4(q;t)$, which is similar to functions used to study
heterogeneous dynamics in glass-forming fluids. we show that in the glass the
shear modulus can be obtained from the long-time, small-q limit of $s_4(q;t)$.
by using scaling arguments, we argue that a four-point correlation length
$\xi_4(t)$ grows linearly in time in a glass and grows as $\sqrt{t}$ at long
times in a fluid, and we verify these results by analyzing $s_4(q;t)$ obtained
from simulations. for a viscoelastic fluid, the simulation results suggest that
the crossover to the long-time $\sqrt{t}$ growth of $\xi_4(t)$ occurs at a
characteristic decay time of the shear stress autocorrelation function. using
this observation, we show that the amplitude of the long-time $\sqrt{t}$ growth
is proportional to $\sqrt{\eta}$ where $\eta$ is the viscosity of the fluid.
","long-range spatial correlations of particle displacements and the
  emergence of elasticity"
"manufacturing new soft materials with specific optical, mechanical and
magnetic properties is a significant challenge. assembling and manipulating
colloidal particles at fluid interfaces is a promising way to make such
materials. we use lattice-boltzmann simulations to investigate the response of
magnetic ellipsoidal particles adsorbed at liquid-liquid interfaces to external
magnetic fields. we provide further evidence for the first-order orientation
phase transition predicted by bresme and faraudo [journal of physics: condensed
matter 19 (2007), 375110]. we show that capillary interface deformations around
the ellipsoidal particle significantly affect the tilt-angle of the particle
for a given dipole-field strength, altering the properties of the orientation
transition. we propose scaling laws governing this transition, and suggest how
to use these deformations to facilitate particle assembly at fluid-fluid
interfaces.
","interface deformations affect the orientation transition of magnetic
  ellipsoidal particles adsorbed at fluid-fluid interfaces"
"in this mostly pedagogical tutorial article a brief introduction to modern
geometrical treatment of fluid dynamics and electrodynamics is provided. the
main technical tool is standard theory of differential forms. in fluid
dynamics, the approach is based on general theory of integral invariants (due
to poincare and cartan). since this stuff is still not considered common
knowledge, the first chapter is devoted to an introductory and self-contained
exposition of both poincare version as well as cartan's extension of the
theory. the main emphasis in fluid dynamics part of the text is on explaining
basic classical results on vorticity phenomenon (vortex lines, vortex filaments
etc.) in ideal fluid. in electrodynamics part, we stress the aspect of how
different (in particular, rotating) observers perceive the same space-time
situation. suitable $3+1$ decomposition technique of differential forms proves
to be useful for that. as a representative (an simple) example we analyze
faraday's law of induction (and explicitly compute the induced voltage) from
this point of view.
",modern geometry in not-so-high echelons of physics: case studies
"simulations of wetting phenomena by a meshfree particle method are presented.
the incompressible navier-stokes equations are used to model the two-phase
flow. the continuous surface force model is used to incorporate the surface
tension force. chorin's projection method is applied to discretize the
navier-stokes equations. the different fluid phases are identified by assigning
different colors and different material properties (density, viscosity) to the
particles that remain unchanged throughout a simulation. two-phase flow is
captured by a one-fluid model via using weighted averages of the density and
viscosity in a region around the fluid-fluid interface. the differential
operators at each particle are computed from the surrounding cloud of particles
with the help of the least-squares method. the numerical results are compared
with specific analytical solutions, but also with previously considered test
cases involving wetting of a container and sessile drops. a good overall
agreement is found.
",numerical simulation of wetting phenomena by a meshfree particle method
"we present a way to combine vlasov and two-fluid codes for the simulation of
a collisionless plasma in large domains while keeping full information of the
velocity distribution in localized areas of interest. this is made possible by
solving the full vlasov equation in one region while the remaining area is
treated by a 5-moment two-fluid code. in such a treatment, the main challenge
of coupling kinetic and fluid descriptions is the interchange of physically
correct boundary conditions between the different plasma models. in contrast to
other treatments, we do not rely on any specific form of the distribution
function, e.g. a maxwellian type. instead, we combine an extrapolation of the
distribution function and a correction of the moments based on the fluid data.
thus, throughout the simulation both codes provide the necessary boundary
conditions for each other. a speed-up factor of around 20 is achieved by using
gpus for the computationally expensive solution of the vlasov equation and an
overall factor of at least 60 using the coupling strategy combined with the gpu
computation. the coupled codes were then tested on the gem reconnection
challenge.
",coupled vlasov and two-fluid codes on gpus
"we investigate the phase space dynamics of a bulk viscosity model in the
eckart approach for a spatially flat friedmann-robertson-walker universe. we
have included two barotropic fluids and a dark energy component. one of the
barotropic fluids is treated as an imperfect fluid having bulk viscosity,
whereas the other components are assumed to behave as perfect fluids. both
barotropic fluids are identified as either radiation or dark matter.
considering that the bulk viscosity acts on either radiation or dark matter, we
find that viscous phantom solutions with stable behavior are not allowed in the
framework of complete cosmological dynamics. only an almost zero value of the
bulk viscosity allows a transition from a radiation-dominated to a
matter-dominated epoch, which then evolves to an accelerated late time
expansion, dominated by dark energy.
","no stable dissipative phantom scenario in the framework of a complete
  cosmological dynamics"
"we study bimetric gravity through the context of the ads/cft correspondence,
especially, in the first order hdrodynamic limit. if we put pure general
relativity as a bulk field, the boundary field theory is interpreted as fluid
of the n = 4 supersymmetric yang-mills plasma. the transport coefficients of
this plasma are computed via the ads/cft correspondence. then, we prepare a
pair of gravitational fields on the bulk side and let them interact. we expect
that two-component fluid emerge on the cft boundary side because the number of
metrics becomes double. however, the situation is rather complicated. the
interaction generates a massive graviton. this massive mode leads to the extra
divergences which are absent in the case of general relativity. our first
investigation is how to cancel these divergences. after that, we see the
emergence of two-component fluid and calculate their pressure and sheer
viscosity. the interaction makes two kinds of fluid mixed and the sheer
viscosity obtain slight correction dependent on the mass of a graviton.
",bimetric gravity and two-component fluid in the ads/cft correspondence
"we perform a numerical analysis of superfluid turbulence produced by thermal
counterflow in he ii by using the vortex filament model. counterflow in a low
aspect ratio channel is known to show the transition from laminar flow to the
two turbulent states ti and tii. the present understanding is that the ti has
the turbulent superfluid and the laminar normal fluid but both fluids are
turbulent in the tii state. this work studies the vortex tangle in the ti
state. solid boundary condition is applied to walls of a square channel, and
the velocity field of the normal fluid is prescribed to be a laminar poiseuille
profile. an inhomogeneous vortex tangle, which concentrates near the solid
boundaries, is obtained as the statistically steady state. it is sustained by
its characteristic space-time oscillation. the inhomogeneity of the vortex
tangle shows the characteristic dependence on temperature, which is caused by
two competitive effects, namely the profile of the counterflow velocity and the
mutual friction.
","counterflow quantum turbulence in a square channel under the normal
  fluid with a poiseuille flow"
"the swimming behavior of bacteria and other microorganisms is sensitive to
the physical properties of the fluid in which they swim. mucus, biofilms, and
artificial liquid-crystalline solutions are all examples of fluids with some
degree of anisotropy that are also commonly encountered by bacteria. in this
article, we study how liquid-crystalline order affects the swimming behavior of
a model swimmer. the swimmer is a one-dimensional version of g. i. taylor's
swimming sheet: an infinite line undulating with small-amplitude transverse or
longitudinal traveling waves. the fluid is a two-dimensional hexatic
liquid-crystalline film. we calculate the power dissipated, swimming speed, and
flux of fluid entrained as a function of the swimmer's waveform as well as
properties of the hexatic film, such as the rotational and shear viscosity, the
frank elastic constant, and the anchoring strength. the departure from
isotropic behavior is greatest for large rotational viscosity and weak
anchoring boundary conditions on the orientational order at the swimmer
surface. we even find that if the rotational viscosity is large enough, the
transverse-wave swimmer moves in the opposite direction relative to a swimmer
in an isotropic fluid.
",locomotion and transport in a hexatic liquid crystal
"the swimming behaviour of microorganisms can be strongly influenced by the
rheology of their fluid environment. in this manuscript, we experimentally
investigate the effects of shear-thinning viscosity on the swimming behaviour
of an undulatory swimmer, the nematode caenorhabditis elegans. tracking methods
are used to measure the swimmer's kinematic data (including propulsion speed)
and velocity fields. we find that shear-thinning viscosity modifies the
velocity fields produced by the swimming nematode but does not modify the
nematode's speed and beating kinematics. velocimetry data show significant
enhancement in local vorticity and circulation and an increase in fluid
velocity near the nematode's tail compared to newtonian fluids of similar
effective viscosity. these findings are compared to recent theoretical and
numerical results.
","undulatory swimming in shear-thinning fluids: experiments with c.
  elegans"
"temperature distributions and the corresponding vortex structures in an
evaporating sessile droplet are obtained by performing detailed numerical
calculations. a marangoni convection induced by thermal conduction processes in
the drop and the substrate is demonstrated to be able to result not only in a
single vortex, but also in two or three vortices, depending on the ratio of
substrate to fluid thermal conductivities, on the substrate thickness and the
contact angle. the ""phase diagrams"" containing information on the number,
orientation and spatial location of the vortices for quasistationary fluid
flows are presented and analysed. the results obtained demonstrate that the
fluid flow structure in evaporating droplets can be influenced in a controlled
manner by selecting substrates with appropriate properties.
","dependence of fluid flows in an evaporating sessile droplet on the
  characteristics of the substrate"
"a comprehensive scheme for the spatial discretisation of continuity equation,
momentum advection and normal and shear stresses at the fluid interfaces is
presented for numerically simulating the incompressible two phase flows based
on the finite volume and volume of fluid methods. the scheme uses the mass
conservation for the advection of the interface between the two fluids,
physical considerations in determining the momentum flux at the surfaces of the
finite volume so that it is consistent with that for the advection of the
interfaces, and correctly accounts for the contributions to the normal and
shear stresses from the viscosities of the two fluids. an interface
reconstruction method is also presented, which approximates the local interface
by a second order surface. the reconstruction method is based on the local
average height function. it is linear and mathematically consistent. the force
due to the surface tension is calculated based on the local surface area,
curvature and unit normal of the interface which can all be calculated
analytically from the reconstructed interface.
","towards a comprehensive numerical scheme for simulating incompressible
  two-phase flows"
"turbulent channel flows laden with particles are investigated using direct
numerical simulation with a point-force approximation for small, heavy
particles with a diameter smaller than the kolmogorov length scale of the
fluid. the stokes numbers based on the wall units considered in our study are
$st^+=0.5, 5, 35$ and 125. the main purpose of this study is to examine the
effect of stokes number on turbulence modification in a channel. we found that
particles with $st^+=0.5$ enhance turbulence by increasing the occurrence of
quasistreamwise vortices, while larger-stokes-number particles attenuate
turbulence. when $st^+=0.5$, kinetic energy is transferred from the particles
to streamwise fluid velocity fluctuations in the high-speed regions and
low-speed streaks, which may increase the instability of the low-speed streaks
responsible for the birth of new quasistreamwise vortices. on the other hand,
the preferential concentration of larger-stokes-number particles in low-speed
streaks is responsible for turbulence attenuation, and the slow response of the
particles to the fluid produces feedback against the fluid velocity associated
with quasistreamwise vortices.
","modification of particle-laden near-wall turbulence: effect of stokes
  number"
"we use a series of molecular dynamics simulations, and analytical theory, to
demonstrate that a system of hard spheres confined to a narrow cylindrical
channel exhibits a continuous phase transition from an isotropic fluid at low
densities, to an orientationally ordered, but translationally disordered,
helical fluid at high densities. the ordered fluid phase contains small
sections of helix separated by topological defects that change the direction of
the twist, altering the local chirailty. the defects break up the translational
order, but the fluid develops long range orientational order. an analysis of
the particle packings show that the length separation between defects controls
the geometrical properties of the helical sections, including the orientation,
and that pairs of defects experience a weak, but long range attraction
resulting from entropic free volumes effects. these collective long range
interactions overcome the restrictions on quasi-one-dimensional transitions,
even though the particle-particle interaction is short ranged.
","an orientationally ordered helical fluid phase in a
  quasi-one-dimensional system of confined hard spheres"
"quantum mechanics has been argued to be a coarse-graining of some underlying
deterministic theory. here we support this view by establishing a map between
certain solutions of the schroedinger equation, and the corresponding solutions
of the irrotational navier-stokes equation for viscous fluid flow. as a
physical model for the fluid itself we propose the quantum probability fluid.
it turns out that the (state-dependent) viscosity of this fluid is proportional
to planck's constant, while the volume density of entropy is proportional to
boltzmann's constant. stationary states have zero viscosity and a vanishing
time rate of entropy density. on the other hand, the nonzero viscosity of
nonstationary states provides an information-loss mechanism whereby a
deterministic theory (a classical fluid governed by the navier-stokes equation)
gives rise to an emergent theory (a quantum particle governed by the
schroedinger equation).
",schroedinger vs. navier-stokes
"he inhomogeneous structure of a fluid at a wall can be characterized in
several ways. within a thermodynamic description the surface free energy
$\gamma$ and the excess adsorption $\gamma$ are of central importance. for
theoretical studies closed expression of $\gamma$ and $\gamma$ can be very
valuable; however, even for a well-studied model system such as a hard-sphere
fluid at a planar hard wall, the accuracy of existing expressions for $\gamma$
and $\gamma$, compared to precise computer simulation data, can still be
improved. here, we compare several known expressions for $\gamma$ and $\gamma$
to the most precise computer simulation data. while good agreement is generally
found at low to intermediate fluid densities, the existing parameterizations
show significant deviation at high density. in this work, we propose new
parameterizations for $\gamma$ and $\gamma$ that agree with the simulation data
within statistical error over the entire fluid density range.
","parameterizing the surface free energy and excess adsorption of a
  hard-sphere fluid at a planar hard wall"
